Year,DMA,GT MVT
2011,Abilene-Sweetwater TX,56.97
2011,Albany GA,100.0
2011,Albany-Schenectady-Troy NY,23.03
2011,Albuquerque-Santa Fe NM,35.56
2011,Amarillo TX,48.56
2011,Atlanta GA,41.23
2011,Augusta GA,50.54
2011,Austin TX,43.15
2011,Bakersfield CA,92.25
2011,Baltimore MD,41.74
2011,Baton Rouge LA,25.0
2011,Birmingham AL,44.45
2011,Boise ID,31.31
2011,Boston MA-Manchester NH,36.46
2011,Buffalo NY,41.46
2011,Burlington VT-Plattsburgh NY,38.38
2011,Champaign & Springfield-Decatur IL,33.52
2011,Charleston SC,38.31
2011,Charleston-Huntington WV,32.38
2011,Charlotte NC,38.29
2011,Chattanooga TN,40.27
2011,Chicago IL,48.03
2011,Cincinnati OH,31.54
2011,Cleveland-Akron (Canton) OH,40.2
2011,Colorado Springs-Pueblo CO,47.48
2011,Columbia SC,39.42
2011,Columbus OH,39.37
2011,Dallas-Ft. Worth TX,53.85
2011,Davenport IA-Rock Island-Moline IL,31.48
2011,Dayton OH,42.09
2011,Denver CO,37.66
2011,Des Moines-Ames IA,36.6
2011,Detroit MI,57.83
2011,El Paso TX,46.03
2011,Eugene OR,39.79
2011,Eureka CA,100.0
2011,Flint-Saginaw-Bay City MI,31.38
2011,Florence-Myrtle Beach SC,29.92
2011,Fresno-Visalia CA,62.47
2011,Ft. Myers-Naples FL,29.97
2011,Ft. Smith-Fayetteville-Springdale-Rogers AR,25.24
2011,Grand Rapids-Kalamazoo-Battle Creek MI,25.37
2011,Green Bay-Appleton WI,20.08
2011,Greensboro-High Point-Winston Salem NC,27.23
2011,Greenville-New Bern-Washington NC,20.0
2011,Greenville-Spartanburg SC-Asheville NC-Anderson SC,37.71
2011,Harlingen-Weslaco-Brownsville-McAllen TX,57.84
2011,Harrisburg-Lancaster-Lebanon-York PA,37.94
2011,Hartford & New Haven CT,32.77
2011,Honolulu HI,57.47
2011,Houston TX,49.21
2011,Huntsville-Decatur (Florence) AL,21.29
2011,Indianapolis IN,39.97
2011,Jackson MS,48.6
2011,Jacksonville FL,39.69
2011,Kansas City MO,56.24
2011,Knoxville TN,53.26
2011,Lansing MI,23.46
2011,Las Vegas NV,75.0
2011,Lexington KY,21.16
2011,Lincoln & Hastings-Kearney NE,54.21
2011,Little Rock-Pine Bluff AR,34.16
2011,Los Angeles CA,58.84
2011,Louisville KY,39.54
2011,Macon GA,32.0
2011,Madison WI,32.38
2011,Memphis TN,39.41
2011,Miami-Ft. Lauderdale FL,44.14
2011,Milwaukee WI,50.97
2011,Minneapolis-St. Paul MN,40.42
2011,Minot-Bismarck-Dickinson(Williston) ND,41.0
2011,Missoula MT,45.0
2011,Mobile AL-Pensacola (Ft. Walton Beach) FL,43.35
2011,Monterey-Salinas CA,67.25
2011,Nashville TN,31.79
2011,New Orleans LA,39.76
2011,New York NY,44.0
2011,Norfolk-Portsmouth-Newport News VA,41.23
2011,Oklahoma City OK,47.3
2011,Omaha NE,51.94
2011,Orlando-Daytona Beach-Melbourne FL,49.31
2011,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,47.15
2011,Peoria-Bloomington IL,43.39
2011,Philadelphia PA,43.43
2011,Phoenix AZ,49.0
2011,Pittsburgh PA,35.86
2011,Portland OR,54.28
2011,Portland-Auburn ME,31.24
2011,Providence RI-New Bedford MA,40.94
2011,Raleigh-Durham (Fayetteville) NC,31.34
2011,Reno NV,39.89
2011,Richmond-Petersburg VA,27.31
2011,Roanoke-Lynchburg VA,23.71
2011,Rochester NY,39.31
2011,Sacramento-Stockton-Modesto CA,61.5
2011,Salt Lake City UT,38.09
2011,San Antonio TX,59.03
2011,San Diego CA,63.84
2011,San Francisco-Oakland-San Jose CA,60.38
2011,Santa Barbara-Santa Maria-San Luis Obispo CA,46.28
2011,Savannah GA,38.56
2011,Seattle-Tacoma WA,57.53
2011,Shreveport LA,45.59
2011,Sioux Falls(Mitchell) SD,34.13
2011,South Bend-Elkhart IN,60.0
2011,Spokane WA,55.62
2011,Springfield MO,49.06
2011,Springfield-Holyoke MA,46.3
2011,St. Louis MO,40.09
2011,Syracuse NY,24.59
2011,Tallahassee FL-Thomasville GA,52.0
2011,Tampa-St. Petersburg (Sarasota) FL,38.29
2011,Toledo OH,46.76
2011,Tucson (Sierra Vista) AZ,57.22
2011,Tulsa OK,63.06
2011,Waco-Temple-Bryan TX,32.59
2011,Washington DC (Hagerstown MD),41.89
2011,West Palm Beach-Ft. Pierce FL,42.91
2011,Wichita-Hutchinson KS,36.94
2011,Wilkes Barre-Scranton PA,37.06
2011,Yakima-Pasco-Richland-Kennewick WA,34.47
2012,Abilene-Sweetwater TX,50.97
2012,Albany-Schenectady-Troy NY,29.58
2012,Albuquerque-Santa Fe NM,58.7
2012,Amarillo TX,34.64
2012,Atlanta GA,45.61
2012,Augusta GA,37.67
2012,Austin TX,44.3
2012,Bakersfield CA,96.03
2012,Baltimore MD,38.55
2012,Baton Rouge LA,13.24
2012,Birmingham AL,41.0
2012,Boise ID,33.0
2012,Boston MA-Manchester NH,34.82
2012,Buffalo NY,43.97
2012,Burlington VT-Plattsburgh NY,22.56
2012,Champaign & Springfield-Decatur IL,28.38
2012,Charleston SC,28.5
2012,Charleston-Huntington WV,33.52
2012,Charlotte NC,37.0
2012,Chattanooga TN,41.94
2012,Cheyenne WY-Scottsbluff NE,100.0
2012,Chicago IL,47.88
2012,Chico-Redding CA,76.0
2012,Cincinnati OH,34.09
2012,Cleveland-Akron (Canton) OH,40.03
2012,Colorado Springs-Pueblo CO,49.97
2012,Columbia SC,45.45
2012,Columbus OH,43.42
2012,Dallas-Ft. Worth TX,47.12
2012,Davenport IA-Rock Island-Moline IL,31.23
2012,Dayton OH,29.84
2012,Denver CO,44.27
2012,Des Moines-Ames IA,24.44
2012,Detroit MI,55.39
2012,El Paso TX,49.06
2012,Eugene OR,16.94
2012,Flint-Saginaw-Bay City MI,37.06
2012,Florence-Myrtle Beach SC,49.52
2012,Fresno-Visalia CA,67.7
2012,Ft. Myers-Naples FL,28.09
2012,Ft. Smith-Fayetteville-Springdale-Rogers AR,18.64
2012,Ft. Wayne IN,55.0
2012,Grand Rapids-Kalamazoo-Battle Creek MI,27.45
2012,Green Bay-Appleton WI,23.9
2012,Greensboro-High Point-Winston Salem NC,22.61
2012,Greenville-Spartanburg SC-Asheville NC-Anderson SC,46.73
2012,Harlingen-Weslaco-Brownsville-McAllen TX,41.68
2012,Harrisburg-Lancaster-Lebanon-York PA,32.73
2012,Hartford & New Haven CT,41.24
2012,Honolulu HI,37.97
2012,Houston TX,54.09
2012,Huntsville-Decatur (Florence) AL,37.13
2012,Indianapolis IN,35.27
2012,Jackson MS,38.29
2012,Jacksonville FL,33.09
2012,Kansas City MO,61.82
2012,Knoxville TN,40.73
2012,La Crosse-Eau Claire WI,66.0
2012,Lansing MI,32.06
2012,Las Vegas NV,71.42
2012,Lexington KY,37.48
2012,Lincoln & Hastings-Kearney NE,34.79
2012,Little Rock-Pine Bluff AR,44.88
2012,Los Angeles CA,66.94
2012,Louisville KY,34.3
2012,Madison WI,42.7
2012,Memphis TN,33.06
2012,Miami-Ft. Lauderdale FL,46.85
2012,Milwaukee WI,43.76
2012,Minneapolis-St. Paul MN,37.82
2012,Mobile AL-Pensacola (Ft. Walton Beach) FL,27.0
2012,Monterey-Salinas CA,50.31
2012,Nashville TN,39.82
2012,New Orleans LA,37.06
2012,New York NY,40.45
2012,Norfolk-Portsmouth-Newport News VA,39.64
2012,Oklahoma City OK,30.39
2012,Omaha NE,52.42
2012,Orlando-Daytona Beach-Melbourne FL,48.36
2012,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,33.84
2012,Peoria-Bloomington IL,39.81
2012,Philadelphia PA,48.21
2012,Phoenix AZ,53.39
2012,Pittsburgh PA,37.06
2012,Portland OR,50.24
2012,Portland-Auburn ME,26.44
2012,Providence RI-New Bedford MA,35.36
2012,Raleigh-Durham (Fayetteville) NC,32.7
2012,Reno NV,38.88
2012,Richmond-Petersburg VA,35.12
2012,Roanoke-Lynchburg VA,45.64
2012,Rochester NY,33.56
2012,Sacramento-Stockton-Modesto CA,78.64
2012,Salt Lake City UT,37.55
2012,San Antonio TX,57.39
2012,San Diego CA,65.85
2012,San Francisco-Oakland-San Jose CA,72.3
2012,Santa Barbara-Santa Maria-San Luis Obispo CA,43.48
2012,Savannah GA,43.81
2012,Seattle-Tacoma WA,67.52
2012,Shreveport LA,23.78
2012,Sioux Falls(Mitchell) SD,32.12
2012,South Bend-Elkhart IN,36.5
2012,Spokane WA,59.88
2012,Springfield MO,46.79
2012,Springfield-Holyoke MA,35.18
2012,St. Louis MO,42.94
2012,Syracuse NY,25.21
2012,Tallahassee FL-Thomasville GA,39.0
2012,Tampa-St. Petersburg (Sarasota) FL,33.61
2012,Toledo OH,39.94
2012,Tri-Cities TN-VA,51.0
2012,Tucson (Sierra Vista) AZ,45.85
2012,Tulsa OK,41.94
2012,Waco-Temple-Bryan TX,35.9
2012,Washington DC (Hagerstown MD),40.7
2012,West Palm Beach-Ft. Pierce FL,49.42
2012,Wichita-Hutchinson KS,42.82
2012,Wilkes Barre-Scranton PA,35.67
2012,Yakima-Pasco-Richland-Kennewick WA,52.12
2013,Abilene-Sweetwater TX,54.27
2013,Albany-Schenectady-Troy NY,37.58
2013,Albuquerque-Santa Fe NM,56.91
2013,Amarillo TX,48.71
2013,Anchorage AK,39.0
2013,Atlanta GA,53.27
2013,Augusta GA,70.06
2013,Austin TX,52.09
2013,Bakersfield CA,58.69
2013,Baltimore MD,33.45
2013,Baton Rouge LA,49.36
2013,Birmingham AL,52.24
2013,Boise ID,16.11
2013,Boston MA-Manchester NH,43.27
2013,Bowling Green KY,49.5
2013,Buffalo NY,43.36
2013,Burlington VT-Plattsburgh NY,35.12
2013,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,23.5
2013,Champaign & Springfield-Decatur IL,49.21
2013,Charleston SC,49.0
2013,Charleston-Huntington WV,45.34
2013,Charlotte NC,44.42
2013,Chattanooga TN,47.19
2013,Chicago IL,52.09
2013,Chico-Redding CA,60.0
2013,Cincinnati OH,41.33
2013,Cleveland-Akron (Canton) OH,42.12
2013,Colorado Springs-Pueblo CO,64.73
2013,Columbia SC,54.61
2013,Columbus OH,48.55
2013,Columbus-Tupelo-West Point MS,34.5
2013,Dallas-Ft. Worth TX,54.03
2013,Davenport IA-Rock Island-Moline IL,30.72
2013,Dayton OH,34.3
2013,Denver CO,50.91
2013,Des Moines-Ames IA,34.15
2013,Detroit MI,63.97
2013,El Paso TX,48.33
2013,Eugene OR,59.76
2013,Eureka CA,100.0
2013,Flint-Saginaw-Bay City MI,41.44
2013,Florence-Myrtle Beach SC,34.96
2013,Fresno-Visalia CA,92.12
2013,Ft. Myers-Naples FL,30.97
2013,Ft. Smith-Fayetteville-Springdale-Rogers AR,29.6
2013,Grand Rapids-Kalamazoo-Battle Creek MI,36.85
2013,Green Bay-Appleton WI,24.19
2013,Greensboro-High Point-Winston Salem NC,32.76
2013,Greenville-New Bern-Washington NC,31.0
2013,Greenville-Spartanburg SC-Asheville NC-Anderson SC,40.61
2013,Harlingen-Weslaco-Brownsville-McAllen TX,44.76
2013,Harrisburg-Lancaster-Lebanon-York PA,37.21
2013,Hartford & New Haven CT,43.64
2013,Honolulu HI,48.64
2013,Houston TX,56.73
2013,Huntsville-Decatur (Florence) AL,56.91
2013,Indianapolis IN,53.48
2013,Jackson MS,52.5
2013,Jacksonville FL,49.39
2013,Johnstown-Altoona PA,65.0
2013,Kansas City MO,57.94
2013,Knoxville TN,45.45
2013,La Crosse-Eau Claire WI,74.0
2013,Lansing MI,47.21
2013,Las Vegas NV,60.64
2013,Lexington KY,42.36
2013,Lincoln & Hastings-Kearney NE,41.4
2013,Little Rock-Pine Bluff AR,47.73
2013,Los Angeles CA,75.48
2013,Louisville KY,46.76
2013,Madison WI,39.73
2013,Memphis TN,37.82
2013,Miami-Ft. Lauderdale FL,66.42
2013,Milwaukee WI,37.39
2013,Minneapolis-St. Paul MN,38.52
2013,Mobile AL-Pensacola (Ft. Walton Beach) FL,49.12
2013,Monroe LA-El Dorado AR,100.0
2013,Monterey-Salinas CA,83.18
2013,Nashville TN,47.12
2013,New Orleans LA,42.85
2013,New York NY,47.82
2013,Norfolk-Portsmouth-Newport News VA,46.24
2013,Oklahoma City OK,47.61
2013,Omaha NE,64.12
2013,Orlando-Daytona Beach-Melbourne FL,49.64
2013,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,56.48
2013,Peoria-Bloomington IL,39.77
2013,Philadelphia PA,66.06
2013,Phoenix AZ,66.03
2013,Pittsburgh PA,36.03
2013,Portland OR,34.21
2013,Portland-Auburn ME,49.24
2013,Providence RI-New Bedford MA,34.06
2013,Raleigh-Durham (Fayetteville) NC,41.18
2013,Reno NV,58.09
2013,Richmond-Petersburg VA,35.85
2013,Roanoke-Lynchburg VA,37.27
2013,Rochester NY,39.3
2013,Sacramento-Stockton-Modesto CA,86.48
2013,Salt Lake City UT,57.76
2013,San Antonio TX,67.58
2013,San Diego CA,89.03
2013,San Francisco-Oakland-San Jose CA,75.91
2013,Santa Barbara-Santa Maria-San Luis Obispo CA,43.09
2013,Savannah GA,37.94
2013,Seattle-Tacoma WA,68.27
2013,Shreveport LA,47.32
2013,Sioux Falls(Mitchell) SD,61.21
2013,Spokane WA,72.42
2013,Springfield MO,42.0
2013,Springfield-Holyoke MA,39.91
2013,St. Louis MO,55.58
2013,Syracuse NY,39.79
2013,Tallahassee FL-Thomasville GA,32.5
2013,Tampa-St. Petersburg (Sarasota) FL,45.91
2013,Toledo OH,55.36
2013,Topeka KS,50.0
2013,Tucson (Sierra Vista) AZ,50.15
2013,Tulsa OK,69.82
2013,Waco-Temple-Bryan TX,27.91
2013,Washington DC (Hagerstown MD),48.45
2013,West Palm Beach-Ft. Pierce FL,46.45
2013,Wichita-Hutchinson KS,62.24
2013,Wilkes Barre-Scranton PA,50.64
2013,Wilmington NC,71.0
2013,Yakima-Pasco-Richland-Kennewick WA,36.74
2013,Youngstown OH,55.0
2014,Abilene-Sweetwater TX,80.75
2014,Albany-Schenectady-Troy NY,46.19
2014,Albuquerque-Santa Fe NM,55.0
2014,Amarillo TX,36.17
2014,Anchorage AK,27.5
2014,Atlanta GA,76.52
2014,Augusta GA,82.77
2014,Austin TX,63.77
2014,Bakersfield CA,59.93
2014,Baltimore MD,56.77
2014,Baton Rouge LA,56.0
2014,Beaumont-Port Arthur TX,74.0
2014,Birmingham AL,35.23
2014,Boise ID,37.85
2014,Boston MA-Manchester NH,44.52
2014,Bowling Green KY,24.5
2014,Buffalo NY,32.52
2014,Burlington VT-Plattsburgh NY,30.93
2014,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,18.0
2014,Champaign & Springfield-Decatur IL,35.1
2014,Charleston SC,36.52
2014,Charleston-Huntington WV,32.7
2014,Charlotte NC,56.06
2014,Chattanooga TN,61.19
2014,Chicago IL,56.65
2014,Cincinnati OH,54.74
2014,Cleveland-Akron (Canton) OH,57.03
2014,Colorado Springs-Pueblo CO,60.52
2014,Columbia SC,53.1
2014,Columbia-Jefferson City MO,37.0
2014,Columbus GA,43.5
2014,Columbus OH,53.55
2014,Dallas-Ft. Worth TX,60.42
2014,Davenport IA-Rock Island-Moline IL,57.23
2014,Dayton OH,44.48
2014,Denver CO,69.45
2014,Des Moines-Ames IA,45.03
2014,Detroit MI,77.32
2014,El Paso TX,47.0
2014,Eugene OR,47.17
2014,Flint-Saginaw-Bay City MI,38.35
2014,Florence-Myrtle Beach SC,51.79
2014,Fresno-Visalia CA,88.48
2014,Ft. Myers-Naples FL,41.0
2014,Ft. Smith-Fayetteville-Springdale-Rogers AR,59.58
2014,Grand Rapids-Kalamazoo-Battle Creek MI,42.58
2014,Green Bay-Appleton WI,31.25
2014,Greensboro-High Point-Winston Salem NC,30.13
2014,Greenville-New Bern-Washington NC,28.0
2014,Greenville-Spartanburg SC-Asheville NC-Anderson SC,66.35
2014,Harlingen-Weslaco-Brownsville-McAllen TX,23.62
2014,Harrisburg-Lancaster-Lebanon-York PA,42.42
2014,Hartford & New Haven CT,56.61
2014,Honolulu HI,70.87
2014,Houston TX,69.16
2014,Huntsville-Decatur (Florence) AL,62.84
2014,Indianapolis IN,54.03
2014,Jackson MS,30.8
2014,Jacksonville FL,40.9
2014,Kansas City MO,65.26
2014,Knoxville TN,40.03
2014,Lafayette LA,37.0
2014,Lansing MI,50.5
2014,Las Vegas NV,71.84
2014,Lexington KY,54.68
2014,Lincoln & Hastings-Kearney NE,40.07
2014,Little Rock-Pine Bluff AR,55.94
2014,Los Angeles CA,79.32
2014,Louisville KY,55.13
2014,Madison WI,37.97
2014,Memphis TN,44.48
2014,Miami-Ft. Lauderdale FL,64.0
2014,Milwaukee WI,42.19
2014,Minneapolis-St. Paul MN,60.71
2014,Mobile AL-Pensacola (Ft. Walton Beach) FL,38.97
2014,Monterey-Salinas CA,49.33
2014,Nashville TN,52.68
2014,New Orleans LA,66.13
2014,New York NY,50.84
2014,Norfolk-Portsmouth-Newport News VA,49.03
2014,Oklahoma City OK,49.48
2014,Omaha NE,69.39
2014,Orlando-Daytona Beach-Melbourne FL,58.87
2014,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,37.76
2014,Palm Springs CA,43.0
2014,Peoria-Bloomington IL,46.62
2014,Philadelphia PA,61.58
2014,Phoenix AZ,70.48
2014,Pittsburgh PA,43.23
2014,Portland OR,48.03
2014,Portland-Auburn ME,29.03
2014,Providence RI-New Bedford MA,61.19
2014,Raleigh-Durham (Fayetteville) NC,47.42
2014,Reno NV,86.13
2014,Richmond-Petersburg VA,43.39
2014,Roanoke-Lynchburg VA,12.74
2014,Rochester NY,47.84
2014,Sacramento-Stockton-Modesto CA,86.32
2014,Salt Lake City UT,63.77
2014,San Angelo TX,100.0
2014,San Antonio TX,76.77
2014,San Diego CA,87.29
2014,San Francisco-Oakland-San Jose CA,81.19
2014,Santa Barbara-Santa Maria-San Luis Obispo CA,73.68
2014,Savannah GA,49.45
2014,Seattle-Tacoma WA,84.65
2014,Shreveport LA,37.0
2014,Sioux Falls(Mitchell) SD,35.07
2014,South Bend-Elkhart IN,23.5
2014,Spokane WA,79.97
2014,Springfield MO,56.68
2014,Springfield-Holyoke MA,49.2
2014,St. Louis MO,71.29
2014,Syracuse NY,34.26
2014,Tampa-St. Petersburg (Sarasota) FL,59.84
2014,Toledo OH,51.97
2014,Topeka KS,25.0
2014,Tucson (Sierra Vista) AZ,59.16
2014,Tulsa OK,45.77
2014,Waco-Temple-Bryan TX,66.97
2014,Washington DC (Hagerstown MD),49.35
2014,West Palm Beach-Ft. Pierce FL,48.16
2014,Wichita-Hutchinson KS,66.23
2014,Wilkes Barre-Scranton PA,65.13
2014,Yakima-Pasco-Richland-Kennewick WA,51.04
2015,Abilene-Sweetwater TX,62.65
2015,Albany-Schenectady-Troy NY,46.19
2015,Albuquerque-Santa Fe NM,59.67
2015,Amarillo TX,47.36
2015,Anchorage AK,37.2
2015,Atlanta GA,67.06
2015,Augusta GA,61.61
2015,Austin TX,49.88
2015,Bakersfield CA,88.17
2015,Baltimore MD,46.72
2015,Bangor ME,34.0
2015,Baton Rouge LA,46.71
2015,"Billings, MT",86.0
2015,Birmingham AL,41.12
2015,Bluefield-Beckley-Oak Hill WV,80.0
2015,Boise ID,32.82
2015,Boston MA-Manchester NH,40.39
2015,Bowling Green KY,51.6
2015,Buffalo NY,37.83
2015,Burlington VT-Plattsburgh NY,28.42
2015,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,29.5
2015,Champaign & Springfield-Decatur IL,26.9
2015,Charleston SC,56.89
2015,Charleston-Huntington WV,42.53
2015,Charlotte NC,56.03
2015,Chattanooga TN,49.88
2015,Chicago IL,51.61
2015,Chico-Redding CA,59.8
2015,Cincinnati OH,39.83
2015,Cleveland-Akron (Canton) OH,42.33
2015,Colorado Springs-Pueblo CO,34.75
2015,Columbia SC,48.69
2015,Columbus OH,47.31
2015,Dallas-Ft. Worth TX,54.09
2015,Davenport IA-Rock Island-Moline IL,40.71
2015,Dayton OH,41.33
2015,Denver CO,54.28
2015,Des Moines-Ames IA,29.14
2015,Detroit MI,65.94
2015,El Paso TX,28.0
2015,Eugene OR,44.53
2015,Flint-Saginaw-Bay City MI,24.67
2015,Florence-Myrtle Beach SC,72.12
2015,Fresno-Visalia CA,70.36
2015,Ft. Myers-Naples FL,30.75
2015,Ft. Smith-Fayetteville-Springdale-Rogers AR,34.39
2015,Ft. Wayne IN,30.0
2015,Grand Rapids-Kalamazoo-Battle Creek MI,27.81
2015,Green Bay-Appleton WI,41.36
2015,Greensboro-High Point-Winston Salem NC,49.67
2015,Greenville-New Bern-Washington NC,27.4
2015,Greenville-Spartanburg SC-Asheville NC-Anderson SC,30.64
2015,Harlingen-Weslaco-Brownsville-McAllen TX,25.24
2015,Harrisburg-Lancaster-Lebanon-York PA,31.72
2015,Hartford & New Haven CT,55.56
2015,Honolulu HI,71.17
2015,Houston TX,64.82
2015,Huntsville-Decatur (Florence) AL,49.44
2015,Idaho Falls-Pocatello ID,52.0
2015,Indianapolis IN,46.19
2015,Jackson MS,41.33
2015,Jacksonville FL,56.08
2015,Johnstown-Altoona PA,21.0
2015,Jonesboro AR,100.0
2015,Kansas City MO,58.36
2015,Knoxville TN,44.69
2015,La Crosse-Eau Claire WI,16.0
2015,Lansing MI,33.35
2015,Las Vegas NV,75.0
2015,Lexington KY,48.86
2015,Lincoln & Hastings-Kearney NE,43.65
2015,Little Rock-Pine Bluff AR,61.92
2015,Los Angeles CA,75.0
2015,Louisville KY,47.25
2015,Lubbock TX,71.0
2015,Macon GA,37.75
2015,Madison WI,48.36
2015,Medford-Klamath Falls OR,33.0
2015,Memphis TN,36.48
2015,Miami-Ft. Lauderdale FL,58.03
2015,Milwaukee WI,78.15
2015,Minneapolis-St. Paul MN,45.36
2015,Missoula MT,49.4
2015,Mobile AL-Pensacola (Ft. Walton Beach) FL,27.56
2015,Monterey-Salinas CA,51.22
2015,Montgomery (Selma) AL,47.8
2015,Nashville TN,44.73
2015,New Orleans LA,53.55
2015,New York NY,44.64
2015,Norfolk-Portsmouth-Newport News VA,47.08
2015,Oklahoma City OK,57.15
2015,Omaha NE,52.79
2015,Orlando-Daytona Beach-Melbourne FL,56.0
2015,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,45.15
2015,Peoria-Bloomington IL,32.97
2015,Philadelphia PA,43.92
2015,Phoenix AZ,54.36
2015,Pittsburgh PA,41.92
2015,Portland OR,49.25
2015,Portland-Auburn ME,29.78
2015,Providence RI-New Bedford MA,59.03
2015,Raleigh-Durham (Fayetteville) NC,42.19
2015,Reno NV,69.42
2015,Richmond-Petersburg VA,33.97
